x,y,z,timestamp
-0.92,0.61,0.18,1742369528.4936433
-0.24,-3.6,-1.16,1742369530.7454195
-1.71,-0.67,1.22,1742369531.1549585
-1.1,0.24,0.18,1742369531.2586548
-0.24,0.31,0.43,1742369531.3611572
-0.12,0.0,0.37,1742369531.4637165
-0.43,0.24,0.43,1742369531.5661342
-0.37,-0.55,0.37,1742369532.0768108
-0.73,0.24,0.18,1742369532.5894134
-0.49,0.18,0.24,1742369532.9978235
-0.37,0.49,0.37,1742369533.510182
-0.12,0.37,0.37,1742369534.023588
-0.79,0.37,0.37,1742369534.535652
0.0,0.37,0.43,1742369535.04716
-0.49,0.0,0.24,1742369535.558038
-0.18,0.24,0.31,1742369536.070371
-0.12,0.37,0.37,1742369536.9927216
-0.85,0.06,0.24,1742369537.3001046
-0.67,0.18,0.24,1742369537.6079836
-0.12,0.61,0.37,1742369538.1178246
-0.43,0.85,0.55,1742369538.6298823
1.22,0.43,0.98,1742369539.142645
-0.61,0.24,0.31,1742369539.6541302
-0.43,0.12,0.43,1742369540.1655676
-0.73,-0.55,-0.06,1742369540.6780367
-0.37,0.24,0.37,1742369541.089328
-0.92,1.16,0.37,1742369541.5996366
-1.89,0.37,0.12,1742369542.112956
-0.43,0.06,0.37,1742369542.625577
-0.31,0.49,0.73,1742369543.135704
-0.98,0.06,0.18,1742369543.6478436
-0.73,0.31,0.31,1742369544.1603346
-0.37,0.24,0.31,1742369544.6722608
-0.55,0.24,0.31,1742369545.1852813
-0.06,0.24,0.43,1742369545.6959069
-0.61,0.24,0.24,1742369547.7449048
-0.61,0.18,0.24,1742369548.0525825
-0.98,0.18,0.24,1742369548.1539474
-0.31,0.37,0.24,1742369548.2558825
-0.37,0.12,0.31,1742369548.3592508
-0.61,0.31,0.24,1742369548.6653755
-0.73,0.18,0.18,1742369549.1774418
-0.31,0.12,0.37,1742369549.68907
-0.49,0.18,0.24,1742369550.203752
-0.37,0.43,0.31,1742369550.7132843
-0.37,0.24,0.37,1742369551.226731
-0.55,0.18,0.31,1742369551.7367682
-0.06,0.24,0.43,1742369552.664211
-0.31,0.18,0.31,1742369552.9660125
-0.73,0.24,0.24,1742369553.2745361
-0.06,0.31,0.43,1742369553.7853734
-0.55,0.18,0.24,1742369554.2970655
-0.73,0.24,0.24,1742369554.8099976
-0.18,0.24,0.43,1742369555.2193058
-0.43,0.24,0.31,1742369555.7315946
0.31,0.61,0.85,1742369556.2429671
-0.24,0.49,0.55,1742369556.7546756
-0.73,0.31,0.43,1742369557.2714167
-0.49,0.24,0.31,1742369557.7794561
-0.37,0.18,0.31,1742369558.2916467
-0.49,0.24,0.37,1742369558.8032143
-0.18,0.31,0.31,1742369559.3162458
-0.49,0.24,0.31,1742369559.82705
-0.49,0.24,0.37,1742369560.3411477
-0.43,0.18,0.37,1742369560.850781
-0.49,0.12,0.31,1742369561.3631194
-0.12,0.31,0.43,1742369561.875114
-0.73,0.18,0.31,1742369562.3865025
-0.37,0.12,0.31,1742369562.796767
-0.55,0.31,0.24,1742369565.2583845
-0.37,0.12,0.37,1742369565.5623415
-0.37,0.18,0.31,1742369565.6641903
-0.24,0.37,0.37,1742369565.766795
-0.55,0.31,0.24,1742369565.8024714
-0.43,0.18,0.37,1742369565.9033966
-0.61,0.18,0.24,1742369566.3802445
-0.31,0.06,0.31,1742369566.8921669
-0.55,0.18,0.31,1742369567.404416
-0.61,0.18,0.18,1742369568.3262396
-0.37,0.18,0.31,1742369568.6341264
-0.31,0.24,0.31,1742369568.9425013
-0.92,0.12,0.31,1742369569.4571915
-0.06,0.24,0.43,1742369569.8622797
-0.43,0.31,0.37,1742369570.3744113
-0.49,0.12,0.31,1742369570.8861394
-0.79,0.12,0.18,1742369571.3982365
-0.67,0.24,0.24,1742369571.910307
-2.14,-0.73,-0.31,1742369572.42235
-0.43,0.0,0.24,1742369572.93582
-0.73,0.12,0.24,1742369573.4461477
-1.16,0.37,0.24,1742369573.9579074
-0.37,0.24,0.31,1742369574.4703653
-1.4,0.12,0.18,1742369574.9823368
-0.37,0.37,0.31,1742369575.4954836
-0.06,-0.31,0.18,1742369576.0094976
-0.18,-0.24,0.37,1742369576.5184565
-0.37,0.12,0.37,1742369576.9304097
-0.55,0.18,0.24,1742369577.4395947
-0.31,0.24,0.31,1742369577.951638
-0.37,0.31,0.31,1742369578.4633546
-0.85,0.31,0.61,1742369578.976438
-0.73,0.18,0.31,1742369579.4887297
-0.06,0.24,0.37,1742369580.0004086
0.0,0.55,0.31,1742369580.5118394
-0.31,0.18,0.31,1742369581.024043
-15.2,0.73,-0.06,1742369581.5357184
0.85,-0.61,0.37,1742369582.0510902
-0.31,0.18,0.37,1742369582.559689
-0.55,0.18,0.31,1742369583.0711112
-0.49,0.18,0.31,1742369583.993727
-0.37,0.24,0.31,1742369584.3004699
-0.31,0.24,0.31,1742369584.608627
-0.43,0.24,0.31,1742369585.0169919
-0.24,0.18,0.37,1742369585.5301764
-0.79,0.24,0.24,1742369586.0420382
-0.49,0.31,0.24,1742369586.5536578
-0.49,0.12,0.31,1742369587.0671065
-0.31,0.24,0.31,1742369587.5811021
-0.49,0.18,0.37,1742369588.1033516
-0.24,0.0,0.37,1742369588.6033142
-0.55,0.0,0.18,1742369589.1146748
-0.67,0.12,0.24,1742369589.6269648
-0.61,0.24,0.31,1742369590.1392946
-0.73,0.06,0.24,1742369590.6500418
-0.31,-0.06,0.12,1742369591.1621108
-1.46,0.43,0.24,1742369591.6732683
-0.49,0.37,0.24,1742369592.0876875
-0.49,0.18,0.37,1742369592.5966825
-0.61,0.12,0.24,1742369593.1084967
-0.43,0.24,0.31,1742369593.6199517
-0.49,-0.49,0.12,1742369594.1334574
-0.12,0.24,0.37,1742369594.6472685
-0.67,0.31,0.31,1742369595.156648
0.73,-0.67,0.43,1742369595.6697166
-0.43,0.31,0.31,1742369596.181144
-0.18,0.31,0.43,1742369596.6924243
-0.61,0.12,0.24,1742369597.205475
-0.18,0.18,0.37,1742369597.7177138
-0.18,0.24,0.37,1742369598.2298334
-0.67,0.18,0.24,1742369598.7406247
-0.43,0.18,0.31,1742369599.660431
-0.37,0.18,0.18,1742369599.9697866
-0.73,0.24,0.24,1742369600.276004
-0.24,0.24,0.37,1742369600.6843958
-0.85,0.18,0.18,1742369601.1978712
-0.73,0.18,0.18,1742369601.7118526
-0.12,0.12,0.37,1742369602.223434
-0.43,0.18,0.31,1742369602.7332332
-0.79,0.18,0.24,1742369603.245137
-0.24,0.24,0.31,1742369603.7575274
-0.49,0.18,0.24,1742369604.2690017
-0.24,0.24,0.37,1742369604.783107
-0.31,0.18,0.31,1742369605.2938533
-0.18,0.31,0.37,1742369605.8040617
-0.18,0.24,0.37,1742369606.3171039
-0.37,0.18,0.31,1742369606.7309313
-0.55,0.18,0.31,1742369607.241971
-0.18,0.18,0.37,1742369607.7514195
-0.31,0.18,0.37,1742369608.2661226
-0.49,0.18,0.31,1742369608.7736366
-0.37,0.18,0.31,1742369609.291067
-0.06,0.18,0.37,1742369609.8049822
-0.18,0.24,0.43,1742369610.3116934
-0.06,0.24,0.37,1742369610.8217897
-0.73,0.18,0.18,1742369611.334887
-0.49,0.31,0.31,1742369611.8474374
-0.18,0.18,0.43,1742369612.357895
-0.37,0.31,0.37,1742369612.8701036
-0.43,0.18,0.31,1742369613.3834252
-0.43,0.24,0.31,1742369613.8962111
-0.49,0.24,0.31,1742369614.4065692
-0.55,0.12,0.31,1742369615.3289363
-0.43,0.24,0.31,1742369615.6351194
-0.37,0.18,0.31,1742369615.9441993
-0.31,0.18,0.31,1742369616.3530476
-0.55,0.12,0.24,1742369616.8648124
-0.49,0.18,0.31,1742369617.3767292
-0.31,0.18,0.37,1742369617.8875115
-0.85,0.24,0.18,1742369618.4150226
-0.31,0.24,0.37,1742369618.9119942
-0.73,0.18,0.24,1742369619.4235685
-0.92,0.18,0.12,1742369619.9511275
-0.31,0.18,0.37,1742369620.4498043
-0.55,0.18,0.24,1742369620.9618983
-0.49,0.18,0.24,1742369621.4715016
-0.12,0.24,0.37,1742369621.8829255
-0.43,0.24,0.31,1742369622.3941648
-0.61,0.24,0.24,1742369622.9054704
-0.43,0.0,0.31,1742369623.4186475
-0.43,0.18,0.31,1742369623.9296558
-0.67,0.24,0.37,1742369624.4429138
-0.18,0.06,0.43,1742369624.9549925
-0.61,0.18,0.24,1742369625.4670315
-0.12,0.24,0.43,1742369625.9792202
-0.12,0.18,0.37,1742369626.4923074
-0.49,0.06,0.31,1742369627.0017562
-0.43,0.31,0.31,1742369627.515944
-0.49,0.24,0.24,1742369628.0259805
-0.18,-0.37,0.37,1742369628.5401042
-0.18,0.18,0.43,1742369628.952684
-0.73,0.37,0.37,1742369629.462322
1.22,-0.92,0.49,1742369629.972265
0.37,0.12,0.24,1742369630.9960845
-1.16,0.12,0.18,1742369631.0392907
-3.17,1.89,0.79,1742369631.5084944
-1.89,0.73,0.24,1742369632.020848
-0.67,0.12,0.18,1742369632.5321789
-0.31,0.37,0.24,1742369633.0436265
-0.55,0.0,0.31,1742369633.5564485
-0.37,-0.06,0.18,1742369634.066904
0.18,0.06,0.61,1742369634.5795164
-1.34,0.06,0.12,1742369635.0919874
-0.61,0.12,0.24,1742369635.603501
-0.92,0.18,0.24,1742369636.116733
-0.43,0.24,0.37,1742369636.5258114
-0.12,0.24,0.43,1742369637.0380695
-0.67,0.12,0.24,1742369637.5494928
-0.79,0.06,0.12,1742369638.0617745
36.07,-18.07,-6.77,1742369638.57253
27.53,10.93,15.08,1742369639.0843544
0.73,4.21,3.54,1742369639.601468
-0.67,0.06,0.18,1742369640.6207285
-0.43,0.12,0.31,1742369642.0552146
-0.37,0.12,0.37,1742369642.092671
-0.12,0.06,0.24,1742369642.1595914
-0.61,0.18,0.24,1742369642.3626583
-0.92,0.43,0.24,1742369642.6687746
-0.31,0.24,0.31,1742369643.1824365
-0.73,0.18,0.24,1742369643.5936236
-0.92,0.12,0.31,1742369644.1038964
-0.43,0.18,0.31,1742369644.6137726
-0.73,0.18,0.18,1742369645.1283395
-0.43,0.37,0.31,1742369645.6388705
-0.12,0.24,0.43,1742369646.1518872
-0.55,0.18,0.31,1742369646.6622303
-0.24,0.24,0.37,1742369647.1754625
0.12,-0.12,0.43,1742369647.692164
-1.46,0.24,0.12,1742369648.1996214
-0.06,0.24,0.43,1742369648.711805
-0.43,0.12,0.31,1742369649.2221963
-0.61,0.37,0.37,1742369649.7453287
-0.61,0.31,0.24,1742369650.2531552
-0.85,0.37,0.18,1742369650.7614682
-0.37,0.79,0.55,1742369651.271552
-0.31,0.24,0.31,1742369654.3437111
-0.31,0.31,0.37,1742369654.3795776
-0.55,0.18,0.31,1742369654.448308
-0.24,0.18,0.31,1742369654.549104
-0.31,0.18,0.24,1742369654.584591
-0.31,0.31,0.24,1742369654.685602
-0.73,0.18,0.24,1742369654.754018
-0.43,0.06,0.31,1742369655.2646954
-0.55,0.43,0.43,1742369655.7753525
-0.12,0.06,0.31,1742369656.2895539
-0.18,0.18,0.43,1742369656.8012514
-0.37,0.12,0.24,1742369657.317061
-0.37,0.24,0.37,1742369657.8241134
-0.43,0.24,0.31,1742369658.3376718
-0.43,0.24,0.31,1742369658.7477012
-0.67,0.12,0.24,1742369659.258659
-0.31,0.18,0.31,1742369659.769564
-0.43,0.24,0.31,1742369660.282647
-0.79,0.12,0.24,1742369660.7934308
-0.49,0.31,0.24,1742369661.3101451
-0.61,0.24,0.24,1742369661.82378
-0.61,0.18,0.31,1742369662.3308325
-0.49,0.24,0.31,1742369662.843175
-0.31,0.18,0.37,1742369663.3586786
-0.73,0.24,0.24,1742369663.866056
-1.04,0.24,0.24,1742369664.378925
0.06,15.5,0.37,1742369664.890613
-0.18,0.31,0.37,1742369665.403665
-0.55,0.18,0.24,1742369665.811216
-0.85,0.12,0.24,1742369666.3244843
-0.24,0.18,0.31,1742369666.8366432
-0.12,0.31,0.37,1742369667.3482058
-0.24,0.24,0.37,1742369667.8647618
-0.49,0.18,0.31,1742369668.372577
-0.37,0.24,0.37,1742369668.883797
-0.31,0.24,0.31,1742369669.394618
-0.31,0.24,0.37,1742369669.9081254
-0.31,0.18,0.37,1742369670.4192731
-0.24,0.24,0.37,1742369670.9327037
-0.67,0.18,0.24,1742369672.1609857
-0.98,0.43,0.18,1742369672.1994035
-0.24,0.18,0.37,1742369672.4706135
-0.55,0.12,0.24,1742369672.8769445
-0.43,0.43,0.31,1742369673.3900244
-0.61,-0.12,0.43,1742369673.9005303
-0.06,0.06,0.18,1742369674.417315
0.12,0.43,0.49,1742369674.9250402
-0.12,0.67,0.73,1742369675.4379678
-0.85,0.12,0.12,1742369675.9514654
-0.12,-0.12,0.31,1742369676.462399
-2.2,0.12,0.12,1742369676.9728084
-0.24,0.31,0.43,1742369677.4925723
-0.61,0.18,0.31,1742369677.9963076
-1.34,0.0,0.18,1742369678.5105839
-0.43,0.18,0.31,1742369679.020498
-0.55,0.24,0.24,1742369679.5336838
-0.55,0.18,0.31,1742369680.0449765
-0.24,0.31,0.37,1742369680.4570534
-0.61,0.24,0.31,1742369680.9731243
-0.61,0.24,0.24,1742369681.480397
-0.43,0.18,0.31,1742369681.9901795
-0.37,0.06,0.12,1742369682.504458
-0.55,0.06,0.24,1742369683.014605
0.0,0.06,0.18,1742369683.5283701
-0.37,-0.61,0.12,1742369684.03862
-0.43,0.18,0.31,1742369684.5505986
8.18,9.4,2.87,1742369685.0621676
16.17,0.31,38.45,1742369685.5785494
1.4,-0.43,0.67,1742369686.0874536
1.04,-0.12,0.61,1742369686.5996985
1.28,-0.49,0.61,1742369687.1107972
-0.55,0.06,0.18,1742369687.523615
-0.55,0.37,0.24,1742369688.0333664
-0.67,-0.18,0.31,1742369688.5438836
-0.24,-0.67,0.73,1742369689.0557494
-0.37,0.49,0.24,1742369689.571551
-1.22,0.18,0.06,1742369690.0825956
0.31,-0.18,0.61,1742369690.5918128
-0.43,0.61,0.43,1742369691.1055903
-0.43,0.18,0.24,1742369691.6169548
-0.06,0.06,0.37,1742369692.1313589
0.24,0.18,0.43,1742369692.6413574
1.46,-0.37,0.73,1742369693.152279
-0.79,0.06,0.24,1742369693.6638362
0.18,0.18,0.37,1742369694.1763294
1.04,-0.31,0.55,1742369694.6880512
-1.83,0.67,0.0,1742369695.2012389
-1.59,0.55,0.06,1742369695.6107843
-0.31,0.06,0.37,1742369696.1230984
-0.24,0.43,0.37,1742369696.6344125
1.04,-0.37,0.73,1742369697.1451201
0.06,-0.43,0.79,1742369697.6593661
-6.29,-2.2,0.24,1742369698.170835
4.27,3.42,0.12,1742369698.6836152
0.67,0.0,0.49,1742369699.1942458
0.31,0.06,0.43,1742369699.706817
-1.04,0.31,0.12,1742369700.2181332
-1.1,0.24,0.12,1742369700.7315364
-0.06,0.06,0.37,1742369701.2433848
-0.55,0.24,0.24,1742369701.7547286
-0.43,0.37,0.31,1742369702.2661724
-0.61,0.24,0.24,1742369702.6756756
0.06,0.31,0.37,1742369703.1868773
-1.04,0.37,0.18,1742369703.6987545
-0.79,0.12,0.24,1742369704.2129145
-1.04,0.43,0.24,1742369704.7243814
-1.16,0.31,0.12,1742369705.2366543
-0.18,0.06,0.31,1742369705.7485785
-0.85,0.24,0.18,1742369706.2588537
-0.55,0.18,0.31,1742369706.7726517
1.22,0.31,0.43,1742369707.2855687
-1.1,0.37,0.12,1742369707.7978084
0.24,0.31,0.37,1742369708.309106
-2.14,1.1,-0.18,1742369708.8205173
0.06,-0.31,0.12,1742369709.332729
-1.4,0.61,0.12,1742369709.7407424
-2.08,0.49,0.0,1742369710.2540205
-0.37,0.73,0.37,1742369710.7654533
-2.75,1.16,-0.12,1742369711.2786376
-1.16,0.24,0.12,1742369711.7937725
-2.14,0.85,-0.12,1742369712.3022544
0.73,0.0,0.49,1742369712.8139172
-1.59,0.49,0.12,1742369713.327522
-0.24,0.18,0.37,1742369713.8377762
-0.61,0.18,0.24,1742369714.3505154
0.55,0.18,0.43,1742369714.8613079
0.55,0.0,0.49,1742369715.3743682
0.18,-0.06,0.37,1742369715.8841903
-1.16,0.12,0.24,1742369716.3987992
-0.98,0.31,-0.06,1742369716.9106307
-0.79,0.18,0.12,1742369717.3205626
-0.98,0.24,0.18,1742369717.8303118
-0.31,0.24,0.18,1742369718.343877
-0.37,0.18,0.37,1742369718.8567257
-2.2,0.37,-0.12,1742369719.3674982
-0.67,0.31,0.18,1742369719.8787131
-3.17,1.1,-0.12,1742369720.3916864
-3.11,1.16,-0.12,1742369720.9027154
-0.31,-0.55,0.24,1742369721.4164693
-0.18,0.55,0.37,1742369721.9281514
-3.54,0.43,-0.24,1742369722.4404736
-0.92,0.31,0.18,1742369722.9503288
-0.12,0.49,0.37,1742369723.4634826
0.61,0.67,0.67,1742369723.9743924
-2.38,0.49,-0.06,1742369724.3854916
1.28,0.0,0.37,1742369725.3070335
-0.18,-0.49,0.18,1742369725.6136186
0.49,-0.49,0.49,1742369725.9205196
-0.73,0.37,0.24,1742369726.4338915
-0.43,0.12,0.31,1742369726.9450061
-0.61,0.12,0.31,1742369727.4579036
-0.31,0.24,0.31,1742369727.9692795
-0.79,0.31,0.24,1742369728.4801352
-0.37,0.24,0.31,1742369728.994079
-0.12,0.18,0.37,1742369729.5041618
0.12,0.0,0.43,1742369730.0199308
3.48,-0.98,1.04,1742369730.536663
-4.46,1.22,-0.55,1742369731.0401697
-1.46,1.1,0.24,1742369731.552114
0.92,-0.12,0.61,1742369732.0642712
0.06,0.18,0.37,1742369732.4738302
0.12,0.06,0.37,1742369732.9858592
-0.67,0.24,0.31,1742369733.4982991
-1.34,0.31,0.18,1742369734.0098238
-3.05,0.61,-0.31,1742369734.521385
-0.43,0.0,0.18,1742369735.0351748
-0.12,-0.12,0.31,1742369735.5491927
-2.08,0.73,-0.06,1742369736.0574436
-1.53,0.37,0.06,1742369736.5699942
-3.72,1.1,-0.55,1742369737.0829868
0.06,0.06,0.37,1742369737.595791
-0.67,-0.18,0.12,1742369738.105721
0.61,0.24,0.37,1742369738.6193519
0.12,-0.24,0.37,1742369739.13116
-5.37,0.12,-0.61,1742369739.5394518
0.49,0.61,0.43,1742369740.0523412
-0.98,0.24,0.18,1742369740.9741411
-0.37,0.24,0.37,1742369741.2805936
-0.43,0.18,0.24,1742369741.5884893
-0.24,0.18,0.31,1742369742.1005971
-0.31,0.12,0.31,1742369742.612588
-0.73,0.18,0.18,1742369743.1236403
-0.92,0.31,0.18,1742369743.637255
-0.12,0.12,0.37,1742369744.8654406
-1.22,0.31,0.12,1742369744.96965
-0.31,0.12,0.37,1742369745.1714494
-0.73,0.12,0.18,1742369745.683463
-0.49,0.0,0.43,1742369746.1953628
-1.4,0.55,0.06,1742369746.6048553
1.89,15.26,0.24,1742369747.1193554
-0.37,0.18,0.37,1742369747.6295657
-0.31,0.18,0.37,1742369748.1421666
-0.98,0.24,0.18,1742369750.291597
-0.61,0.18,0.24,1742369750.8054385
-0.43,0.37,0.31,1742369750.907668
-0.85,0.06,0.18,1742369751.0108006
-0.55,0.24,0.31,1742369751.1133978
-0.67,0.37,0.24,1742369751.216203
-0.73,0.24,0.31,1742369751.7258084
0.18,0.18,0.49,1742369752.2389455
0.73,0.12,0.43,1742369752.7486787
0.24,-0.06,0.37,1742369753.2623541
-1.22,0.18,0.12,1742369753.773959
0.67,-0.18,0.49,1742369754.1832297
-1.95,0.73,0.0,1742369754.6943374
0.0,0.18,0.43,1742369755.2065072
-0.06,0.12,0.37,1742369755.7193654
-0.98,0.31,0.18,1742369756.6422231
0.12,-0.12,0.37,1742369756.949045
-0.49,0.18,0.24,1742369757.2567818
-0.55,0.24,0.31,1742369757.7667632
-0.49,0.24,0.55,1742369758.2799823
-0.67,0.24,0.31,1742369758.7926059
-0.12,0.06,0.31,1742369759.3043313
-0.49,0.18,0.24,1742369759.8158393
-0.24,0.06,0.31,1742369760.3281603
-0.73,0.31,0.24,1742369760.8399475
1.22,-0.24,0.55,1742369761.2498453
-0.73,0.12,0.24,1742369761.7618463
-0.85,0.18,0.18,1742369762.2721853
0.85,-0.18,0.55,1742369762.7850094
-0.24,0.18,0.31,1742369763.2975695
-5.0,-3.72,0.06,1742369763.8083358
1.83,-0.43,-1.28,1742369764.320332
-249.63,0.79,-27.95,1742369764.8335948
-0.43,0.24,0.43,1742369765.3452091
-0.55,0.24,0.31,1742369765.8568492
3.91,-2.32,-7.08,1742369768.314135
13.55,-31.19,-35.46,1742369768.6223316
-11.72,6.41,7.26,1742369768.725361
9.95,4.88,3.48,1742369768.8281612
0.06,0.37,0.24,1742369768.9304566
-1.53,-1.46,-0.12,1742369769.0321388
0.49,1.34,0.67,1742369769.3421428
-0.31,-0.31,-0.37,1742369769.8499105
1.22,-1.34,-3.11,1742369770.363035
-0.37,0.24,0.37,1742369770.8750968
-0.43,0.12,0.37,1742369771.3877397
-0.43,0.18,0.31,1742369772.3076923
-0.24,0.24,0.31,1742369772.6162977
-0.31,0.18,0.31,1742369772.9231763
-0.43,0.18,0.31,1742369773.4339643
-0.31,0.31,0.31,1742369773.946171
-0.37,0.18,0.31,1742369774.4593797
-0.43,0.37,0.43,1742369774.9707172
-0.43,0.24,0.37,1742369775.4814334
-0.55,0.37,0.49,1742369775.9938169
-0.43,0.18,0.31,1742369776.40357
-0.37,0.12,0.24,1742369776.9155214
-0.24,0.37,0.31,1742369777.428709
-0.55,0.12,0.37,1742369777.9396267
-0.37,0.18,0.31,1742369778.4538527
-0.55,0.18,0.31,1742369778.9647486
-0.43,0.24,0.37,1742369779.4756107
-0.43,-0.31,0.31,1742369779.9889722
-0.73,0.0,0.31,1742369780.5007875
-0.43,0.24,0.43,1742369781.0111475
-0.43,0.18,0.31,1742369781.5239656
-0.61,0.31,0.31,1742369782.0372753
-0.55,0.12,0.31,1742369782.5490854
-0.61,-0.06,0.31,1742369784.0835128
-0.55,0.24,0.37,1742369784.1872253
-0.43,0.67,0.43,1742369784.290388
-0.49,0.06,0.24,1742369784.494804
-0.43,0.31,0.43,1742369785.0047958
-0.79,0.06,0.24,1742369785.5190666
1.34,1.77,0.67,1742369786.0294735
-0.67,-0.55,0.12,1742369788.2822566
-0.73,-0.55,0.12,1742369788.5906682
-0.55,0.18,0.37,1742369788.6945517
-0.61,-0.06,0.06,1742369789.1209645
-0.49,0.12,0.31,1742369789.2052016
-0.55,0.24,0.31,1742369789.308361
-0.61,0.24,0.37,1742369789.6143994
-0.31,0.31,0.31,1742369790.124955
-0.79,-0.24,0.06,1742369790.5361645
-0.49,0.37,0.31,1742369791.0471919
-0.12,0.06,0.0,1742369791.5595813
-0.43,-0.06,0.18,1742369792.0725386
-0.85,-0.18,0.61,1742369792.584258
-0.49,0.12,0.18,1742369793.0959668
-0.67,0.18,0.31,1742369793.6081665
-0.37,0.31,0.31,1742369795.7578995
-0.49,0.24,0.31,1742369796.269053
-0.37,0.37,0.37,1742369796.372548
-0.43,0.18,0.43,1742369796.4764764
-0.24,0.37,0.24,1742369796.579019
-0.06,0.85,0.12,1742369798.3186495
-0.31,0.37,0.24,1742369798.727508
-0.43,0.24,0.18,1742369798.8296175
-0.37,0.31,0.24,1742369798.9351175
-0.43,0.18,0.31,1742369799.0353067
-0.67,0.06,0.31,1742369799.1375983
-0.49,0.24,0.31,1742369799.6482093
-0.37,0.18,0.31,1742369800.1607554
-0.49,0.24,0.31,1742369800.6765163
-0.49,0.06,0.31,1742369801.185612
-0.18,0.55,0.55,1742369801.697265
-0.73,0.0,0.24,1742369802.2097316
-0.49,0.18,0.18,1742369802.720307
-0.31,0.31,0.31,1742369803.232377
-0.73,0.0,0.24,1742369803.745665
-0.43,0.24,0.31,1742369804.2561932
-0.37,0.24,0.18,1742369804.6680586
-0.06,-5.13,-6.04,1742369805.1778936
-6.59,-5.49,5.31,1742369805.6937335
1.89,2.93,-5.49,1742369806.2027605
9.7,-5.74,-36.99,1742369806.7139037
-6.16,1.53,2.08,1742369807.2260413
-7.81,10.68,27.28,1742369809.2740285
0.37,0.24,-0.92,1742369809.7860618
-0.31,0.12,0.12,1742369809.8913283
-1.77,-0.18,0.98,1742369809.9939072
-0.49,0.06,0.67,1742369810.0953596
-0.73,0.18,0.37,1742369810.2991736
-0.31,0.18,0.18,1742369810.8105917
-0.43,0.18,0.24,1742369811.3233938
-0.73,0.0,0.37,1742369811.8339367
-0.43,0.12,0.31,1742369812.2450671
-0.49,0.18,0.31,1742369812.7576406
-0.49,0.24,0.31,1742369813.267581
-0.12,0.24,0.24,1742369813.779597
-0.37,0.31,0.37,1742369814.2917414
-0.37,0.24,0.12,1742369814.806246
-2.26,-0.98,0.73,1742369815.3165503
-0.61,0.18,0.24,1742369815.8316376
-0.92,0.06,0.43,1742369816.3400323
-0.24,0.24,0.43,1742369816.8549507
-0.73,0.06,0.49,1742369817.3648436
0.18,0.61,0.18,1742369817.876523
-0.24,0.12,0.37,1742369818.3876498
-0.49,0.24,0.37,1742369818.8997107
2.2,1.28,0.24,1742369819.311286
-2.08,-0.92,0.49,1742369820.2311616
-0.31,0.31,0.43,1742369820.539616
1.04,0.37,0.24,1742369820.8464828
-0.92,0.06,0.43,1742369821.3590322
-0.24,0.18,0.12,1742369821.8719988
-0.24,0.18,0.37,1742369822.3813674
-0.55,0.24,0.37,1742369822.8934007
-0.67,0.12,0.37,1742369823.4075313
0.0,0.37,0.31,1742369823.9187841
0.18,0.73,-0.06,1742369824.429357
-0.49,0.24,0.31,1742369824.941237
-0.37,0.18,0.31,1742369825.4537704
-0.55,0.18,0.31,1742369825.9666972
-0.06,0.24,0.31,1742369826.4785767
-0.37,0.18,0.31,1742369826.9906254
-0.73,0.18,0.31,1742369827.399939
0.79,0.31,0.18,1742369827.9120219
-0.24,-0.24,0.37,1742369828.4228814
-0.49,0.24,0.24,1742369828.9372768
-0.12,-0.06,0.18,1742369829.448642
-0.37,0.37,0.24,1742369829.9600768
-0.61,0.12,0.37,1742369830.4709597
-0.24,0.06,0.31,1742369830.9850812
-0.61,0.12,0.24,1742369831.4962633
0.31,0.18,0.06,1742369832.0091014
-0.31,0.06,0.31,1742369832.5192528
-0.43,0.18,0.18,1742369833.0309556
11.11,1.53,15.56,1742369834.6716137
-0.67,-0.06,0.37,1742369834.7738383
-0.79,-0.55,0.12,1742369834.8763611
1.59,1.53,-0.24,1742369834.9787323
0.55,0.55,0.43,1742369835.8980792
-2.32,-0.55,1.04,1742369836.2065086
-0.12,0.37,0.31,1742369836.512211
-0.37,0.12,0.31,1742369837.024934
-1.04,-0.12,-0.06,1742369837.5365443
-0.31,0.0,-0.18,1742369838.048633
-0.67,0.31,0.31,1742369838.5617292
-0.37,0.18,0.31,1742369839.0722964
-0.43,0.49,0.24,1742369839.5856206
-0.24,0.18,0.12,1742369840.0964918
-0.98,0.06,0.55,1742369840.6086447
-0.06,0.24,0.31,1742369841.119746
-0.49,0.31,0.31,1742369841.530225
